gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	threshold_CE	genelabels
g912	1530.2672104748	-2.04316247816479	0.0803016740137079	-25.4406382178334	8.96164247952901e-143	8.96074631528106e-139	TRUE	g912
g850	1532.95921719387	-3.10979161270675	0.140349996233683	-22.1493176560965	1.05910860607246e-108	5.29501347605927e-105	TRUE	g850
g503	6323.61141735009	2.6227560032987	0.126064913973143	20.8037514806136	4.00245951594148e-96	1.33401975666329e-92	TRUE	g503
g718	41211.8697368719	2.19863592113704	0.117732815779461	18.6747090716114	7.95220411648658e-78	1.98785222401873e-74	TRUE	g718
g692	8613.25056222366	2.64356145257367	0.153609918080626	17.2089617505105	2.27473507479718e-66	4.54901520257941e-63	TRUE	g692
g769	2284.96080320897	-1.40983907557236	0.0859553382938792	-16.4014927319855	1.86596162824975e-60	3.10962505347821e-57	TRUE	g769
g118	4440.3641179758	1.97145672774718	0.120487266216446	16.3618325377473	3.58185118453253e-60	5.11641857059153e-57	TRUE	g118
g132	17603.6792877728	2.10965471804624	0.131929849604952	15.9905853951856	1.48627774919199e-57	1.85766140177133e-54	TRUE	g132
g324	3744.94301461709	1.97843962511783	0.125951893411086	15.7072775177431	1.34846671834899e-55	1.49814652408573e-52	TRUE	g324
g573	10002.7345291533	1.90496333595543	0.129103561381048	14.7551356499563	2.85117554867567e-49	2.85089043112081e-46	TRUE	g573
g582	4287.39310826597	1.72781656921379	0.118039487587207	14.6372484597216	1.62513049125491e-48	1.3933921154277e-45	TRUE	
g855	3226.26811831235	-2.39670840478931	0.163749900141487	-14.6353051356406	1.67223776228946e-48	1.3933921154277e-45	TRUE	
g143	9569.96404045653	2.86441915374663	0.196843958305272	14.5515008303126	5.71356191060046e-48	4.39460811877646e-45	TRUE	
g228	8568.88099859235	1.37553743762998	0.0948986247944108	14.4947051549866	1.30863088505032e-47	9.34642872829867e-45	TRUE	
g985	701.530278024016	-1.98982642445201	0.137483313174964	-14.4698179828535	1.87968921358662e-47	1.25300082977684e-44	TRUE	
g886	959.797596949957	-2.15003073222356	0.150574078681758	-14.276136194598	3.08223029654793e-46	1.92620129594892e-43	TRUE	
g740	310.840711699873	2.47995749216861	0.174186041600355	14.2255775629975	6.35772708134169e-46	3.7394654756668e-43	TRUE	
g795	187.596750787676	-2.15966787507458	0.152490051614703	-14.146503420938	1.96276629071185e-45	1.09031667449043e-42	TRUE	
g24	7584.73077470436	1.63608032766119	0.11620283892585	14.0793579106753	5.08698797743268e-45	2.67709435717628e-42	TRUE	
g706	12388.7445454307	2.38372491845562	0.172702312097032	13.8023515388016	2.46672811744651e-43	1.23324072231738e-40	TRUE	
g875	6474.85637216341	-1.78020463700334	0.130064008195934	-13.6869012213543	1.21584835244642e-42	5.78917508386274e-40	TRUE	
g495	148.242088388613	2.57423656789557	0.192991868963293	13.3062203016445	2.12987023734341e-40	9.68026022872578e-38	TRUE	
g764	463.519636796533	-1.90728661129958	0.145303618332823	-13.1225199255699	2.44662041146966e-39	1.06364163018631e-36	TRUE	
g356	2898.5488425491	1.73698302689338	0.134746958466659	12.8902744336575	5.10617827403931e-38	2.12736152342163e-35	TRUE	
g211	869.896167338178	2.50058160053928	0.194227475193051	12.87004852752	6.63604464742199e-38	2.6541524171829e-35	TRUE	
g480	3303.24756926587	1.72567188313381	0.134548883166109	12.8251945182089	1.18488829170626e-37	4.55680693414265e-35	TRUE	
g120	2540.23557296217	1.35820870212626	0.106740568696674	12.7240861893789	4.34528648725881e-37	1.60920442911485e-34	TRUE	
g318	7992.42391459004	1.86790385581703	0.149346219075366	12.5070263570884	6.83347635858167e-36	2.44028321819493e-33	TRUE	
g576	5881.34273085839	2.17335617569639	0.174378811662399	12.4631188897102	1.18638327452542e-35	4.09056771102747e-33	TRUE	
g964	1141.37745915536	-1.98492779908959	0.159754043734246	-12.4231518747013	1.95696764989023e-35	6.52257317708412e-33	TRUE	
g2	6279.88759496263	1.40002208497613	0.114590811402533	12.2174483072931	2.50834792066697e-34	8.09063576088679e-32	TRUE	
g376	3461.73154217569	2.11070733433513	0.176866243463049	11.9333331895383	7.93320864799085e-33	2.47887978972689e-30	TRUE	
g747	540.93039798336	1.96405787585269	0.166371478654125	11.8020531766677	3.80902665100504e-32	1.15413507525453e-29	TRUE	
g133	1515.66505422838	1.56492821534093	0.133090586080461	11.7576856084447	6.44775372305759e-32	1.8743178809401e-29	TRUE	
g577	808.774878208425	1.72712961497508	0.146894824211283	11.7562181458526	6.56076866015636e-32	1.8743178809401e-29	TRUE	
g776	3258.37456723133	-1.35741168751993	0.116561622088155	-11.6451991877912	2.42753818119848e-31	6.74248729827877e-29	TRUE	
g199	5157.05811869582	2.06918663090049	0.178784012487744	11.5733642583065	5.62335649119419e-31	1.51967409609326e-28	TRUE	
g892	156.418914297828	-2.0608058983025	0.177919157605053	-11.5681136667512	5.97825783438345e-31	1.57306842331579e-28	TRUE	
g90	4341.39198584496	1.70988576407202	0.148320579256518	11.5280490477599	9.52783838299572e-31	2.44279117927113e-28	TRUE	
g680	5348.49951275849	1.65993435051013	0.144684838259177	11.4725720137639	1.81192447932008e-30	4.52935821718036e-28	TRUE	
g965	403.831847140664	-1.63800850723429	0.143729507551024	-11.3938513519139	4.48708503545786e-30	1.09430154315959e-27	TRUE	
g92	5567.10715033892	1.08795076974463	0.0956459199939186	11.3747008723171	5.58941595742546e-30	1.33068024186422e-27	TRUE	
g520	9658.74575277294	2.54885656589701	0.226225310087638	11.2670978827992	1.90753980551484e-29	4.43569546868439e-27	TRUE	
g962	514.870116551678	-1.92208553640513	0.17176911132262	-11.1870932124681	4.71642766884597e-29	1.07180818774525e-26	TRUE	
g710	308.900566829931	1.99763630770599	0.179266800215229	11.1382547074038	8.17047934145154e-29	1.81548050967053e-26	TRUE	
g137	714.842502134191	1.32677621901693	0.11921280193279	11.1285511876663	9.11042000938359e-29	1.98032803638753e-26	TRUE	
