logFC	logCPM	PValue
g2	0.33873624868041	9.12650088217663	0.366966166917351
g3	1.34174272723837	1.18824973903079	0.0367076789946011
g4	1.67324306759179	3.43632259057527	0.00185484372307868
g5	2.26737447613507	1.8054471941268	0.0655382199483881
g6	1.16778527411999	8.37594781722163	1.13663268899202e-05
g7	0.0796539352068953	5.75173759540308	0.861300179153467
g8	0.362857974719439	0.547129869331688	0.575977026932095
g9	2.3757558018706	1.87020331569845	0.00644187646934445
g10	0.775763647265476	1.13099591191735	0.1783692480357
g11	0.498891394448545	8.83438896654273	0.0521443046732778
g12	1.470895589163	1.79518162251157	0.00893942273429556
g13	0.50953477016148	8.66501121285738	0.0358916002209375
g14	0.796793854242916	2.72222083640973	0.0177686873069645
g15	1.87040916221934	6.02502128165396	3.06391737332863e-07
g16	1.72568309498285	6.74946864299751	1.33672716314801e-06
g17	0.984622103078013	6.56193150852569	8.6239721666921e-06
g18	0.330341644806647	3.09444335247479	0.550067370100511
g19	1.67096989000636	6.08753472804574	1.09156232137137e-05
g20	0.433401424591423	1.74968048642633	0.34629567393254
g21	0.795721084304484	6.00252264036059	0.00147989472426112
g22	1.75252720169014	8.7591308384146	8.23981219725091e-17
g23	0.387996200655632	7.55088351442535	0.529486567789475
g25	2.04353361014745	3.4772250075225	0.00702451561759203
g27	0.613504428076562	8.35276259856157	0.0115985538366957
g28	0.527293944265662	2.60523373869028	0.151596577739483
g29	0.705457179420626	6.51833249034849	0.0108654943783755
g30	1.16641933880411	4.55333624851182	0.00613134642760632
g31	1.44745871025299	2.8660378236786	0.00126946051584462
g32	1.7117892970131	5.84392397664631	1.44501323390502e-11
g33	1.28137304995008	4.67662600518878	1.65285085659612e-05
g34	1.2250785560328	1.61529155394139	0.00876046254332015
g35	0.900670497693954	1.06783751527	0.205268963488461
g36	1.32916710916828	7.81045924623104	1.24356092502281e-08
g37	0.88084351110786	8.11060936423277	0.00173498730803528
g39	0.665140047665535	3.19076282973389	0.249503061087112
g40	2.43031242322968	1.61743459144823	9.74281871537382e-06
g41	0.802684209773244	6.27395246631767	0.0500684766525659
g42	1.00012324877782	6.461976242531	0.000572283279799263
g43	2.70717559322148	1.60041621154792	6.07209622314167e-05
g45	2.30027042859236	1.80968161383706	1.58815905458216e-10
g46	1.00493930377111	8.27488943120226	1.99654603575024e-05
g47	0.93863401821668	6.88279243806476	7.19151032325824e-05
g48	2.41460305640413	2.00358755288116	0.0325327330199661
g49	0.587752470203654	7.51218400259567	0.177292909730092
g50	0.549979786546656	1.48886830181076	0.52557991111434
g51	0.269544684830669	6.723522933805	0.271611749461977
g52	0.2062167568056	5.12685899994807	0.692991096318953
g53	1.21832383519745	5.49422998954379	2.17198095606491e-07
g54	0.484941497151	2.53661823719847	0.210793009561085
g55	2.46872684633977	3.57468541063539	8.39843981666215e-13
g56	1.05488668678094	9.95326888454643	6.95516735520283e-05
