logFC	logCPM	PValue
g2	0.479482933402797	1.60338510339074	0.56302018341733
g3	0.0755620766104601	3.77673689548315	0.920760832128945
g4	0.208704171972012	8.51567956810081	0.507216156377685
g5	-0.451613532761587	3.19301665169117	0.619897266216277
g6	1.40697692173096	10.0116655531838	7.38278178533994e-05
g8	0.537463332342823	3.67170127856276	0.37791411444992
g9	1.32023439818737	1.56120987620314	0.0333263591989573
g10	1.48318918725973	5.48012657558064	0.000378141844516566
g11	1.95192104261578	8.28319605475315	1.93706978105817e-05
g12	0.557387138286334	3.97524685482354	0.30246173394491
g14	1.40006012787171	6.82675583886329	0.002382872777751
g15	0.758642573528828	7.04874706921026	0.0500180124401722
g17	1.63516721841788	4.54806745755608	0.00200357237815022
g18	0.313895668087885	7.77617118338261	0.386751790523865
g19	0.401301469417095	3.49197513693225	0.779526975665571
g20	0.460366783476128	1.7469608101474	0.662199287699778
g21	0.233577914271512	4.32992394331846	0.6836668095593
g22	1.4536273818893	8.35261623415392	3.32485321626261e-05
g23	1.10017564500239	8.28799692042709	0.00081183638482396
g25	1.0417133461203	4.39797203369742	0.0764562812715489
g26	0.88478540763094	3.55720274450513	0.131389085385564
g27	1.75482153126402	6.04028564395965	0.00886238672714772
g28	2.51521342726396	4.41471633092196	0.00141545708210799
g29	1.24821866169337	8.63769267752639	0.00010953463586526
g30	0.773193626854038	0.310478641921896	0.261781202239094
g31	1.65355971013795	6.78888724430033	0.00843872255961849
g32	1.87452137187968	6.36015704038108	0.0104019992199188
g33	1.38017996649535	0.385467740749133	0.20255328496743
g34	1.72183164685989	4.79382199817948	6.12111583132934e-05
g36	2.70553432282732	3.84408696032506	0.0314020022637428
g37	1.41945997147744	3.4787856639094	0.0138747975341629
g38	-1.43289253185077	1.83048367721893	0.197221894427915
g39	1.51302425382864	2.36338071964096	0.0952645847903394
g40	0.113829616902961	2.49286725332066	0.89147913928306
g41	-0.598599613479913	6.34338030245998	0.626547618759276
g42	-0.0477405478167507	3.94772973518947	0.952591584285967
g43	0.351199076895055	10.7217264062544	0.270326521667083
g44	2.35955945716528	5.89908000314004	1.13352037051557e-07
g45	1.0653967573232	7.528068668169	0.00540749508434456
g46	0.292737000626328	0.803630429498182	0.779858056637651
g47	1.30588035014032	6.22963552021911	0.183548188485243
g49	1.83940527104465	6.48644592092246	0.00044004732718097
g50	1.26230906598257	7.12855820166888	0.0497027779395963
g51	1.12199790931411	4.08973648270851	0.0204759252990701
g52	0.56638243796287	2.70649356887718	0.366743944678431
g53	1.77105542090922	4.81407919457587	0.000735914566368078
g54	1.34264303462996	3.65544361571827	0.0134669306222018
g55	1.97785970104285	9.2756911671198	7.57419897124731e-08
g56	3.33810295162032	3.74110734676307	4.45695539989674e-05
g57	0.636154092889779	10.6196454579439	0.206139614424686
g58	1.03112472168649	7.39726486572366	0.00216392057598798
g59	1.30625141048602	4.70320556040886	0.013290643026539
g60	1.08576960091586	1.23659096090901	0.287814730071917
