logFC	logCPM	PValue
g1	1.03806994120973	3.67044732702531	0.0724443139721114
g2	0.899504174891085	1.18007512405026	0.212626695719221
g3	1.39885370505285	8.01925631208121	1.94694639688928e-05
g4	0.23728888419283	5.51530185245342	0.581176923569002
g6	1.72113289810594	4.14214572350205	0.00103873897810023
g7	2.23282563981225	4.36560508354778	0.000504399978445432
g8	1.00889626450484	5.17286777601819	0.112631329323981
g9	3.40222770828078	1.56391846942776	0.00259302380888188
g10	1.75845427144214	9.0743141032306	0.000568596588124129
g11	2.14669173247051	9.59445064917337	4.04777391593857e-07
g12	1.38748497672764	1.57286726208246	0.0141336099297554
g14	1.7034401020033	6.75273098110182	5.29967778423951e-06
g15	1.02535923527319	5.30812717755586	0.176871551681977
g16	0.557752500142386	10.3593305838077	0.142940196511587
g17	1.54733479748668	4.36899632290638	0.0854302278303533
g18	0.800850680697516	6.0958770177501	0.0565594149493963
g19	0.586282602825932	6.97779999625393	0.198528429860568
g20	2.04139970253838	8.46793939592631	0.000855292153263699
g21	0.462230463274956	7.1643800391689	0.192419173826739
g22	2.14707003400067	12.450420353216	2.58962268019655e-07
g24	0.860220537492422	7.27956903720385	0.012539944676187
g25	1.29455141988936	7.94428134997701	0.00376187556115003
g26	0.780340372580499	4.2479641082857	0.101495906452332
g27	2.25626200597441	5.67223587339468	0.000109609465967358
g28	0.673038952625887	7.66431602448809	0.035818511253223
g29	0.766372998325663	5.87052396889465	0.100468081528498
g30	1.6196806814526	7.60116604309553	0.000215656227865958
g31	0.610577416722644	4.82064317066735	0.205529261456384
g32	1.3077427156236	3.60286221562308	0.0424929290155676
g33	0.535004534551987	7.86641931240656	0.092441654519822
g34	2.52918229244085	7.53276096914823	0.00223492607524988
g36	0.933820021041092	4.15346341524258	0.0913383315423997
g37	1.74602311546872	2.54400374201494	0.00332636983029168
g38	0.999099506668806	6.21621558831329	0.00889619769717902
g39	0.335491295358714	4.01986264660012	0.551239174237076
g40	1.68509809476079	6.83782794816819	3.52281122143079e-06
g41	0.970531677042553	7.69957415731806	0.0262553382411655
g42	1.7641112787516	2.74266910322298	0.0789647249735912
g43	0.597448444813733	0.362455304884155	0.36974107192344
g44	1.53618552320361	9.45856661329434	0.000148150935577889
g45	1.41390260578903	3.77920099395436	0.0194015745746657
g46	0.152704893959194	2.12470028104984	0.821262021531478
g48	0.716299114078598	9.00433333306145	0.190203715150807
g49	0.721915547522572	6.68848994342178	0.0897815053248889
g50	2.45241239003054	10.4509564837909	8.10872155341258e-11
g51	0.825971474671727	1.39857887086788	0.23091528764824
g52	0.853622470730754	7.46096410906793	0.012173317257779
g53	0.674026186580419	5.30307620989618	0.117756765672785
g55	1.29931986833735	1.1989113382539	0.120420018134109
g56	1.60425298105076	9.26692479864264	5.17445268663187e-07
g57	0.785145908360018	6.66015015364862	0.121433611761122
g58	1.9254126396556	4.06796891568049	0.000100585982829291
g59	2.511523935934	9.91532215003553	8.71797111682452e-06
g60	3.38206748137463	5.13376294541569	5.90011823147493e-09
g61	-0.236920193892518	2.95091672309617	0.734845985123074
g63	1.04211424123611	5.96432461625727	0.00793464742600584
g64	1.9042548462907	8.56199278904981	1.43481860311015e-05
g65	0.982869690733717	4.29200575765065	0.0487881678642622
g66	0.20212574576076	2.82788961724467	0.744599355107559
g67	1.07395224753985	1.73788040521671	0.0903422870724022
g68	0.818597231030222	3.25776293184794	0.252266651445925
g69	4.13066756432818	0.63319220007636	1.86161537391265e-05
g70	0.139077584242975	5.80018006538226	0.840307983899363
g71	0.888680387913534	5.71300583894044	0.279624475772837
g72	0.472808443758566	2.68863834651268	0.496502010000764
g73	-0.647599204136376	2.59679289374809	0.251260962514032
g74	0.162678848689244	3.07763832268197	0.775664058237218
g75	0.876287840444916	6.65407935828658	0.0365854268421333
g76	1.43676006532122	4.02188781203415	0.0676287210023978
g77	1.92546839567183	7.55474060849756	6.34296833653623e-08
g79	0.560609838535237	1.93057300991009	0.458872393808311
g80	2.97766618013043	3.2350044980932	0.00259789302656753
g81	0.805423048462759	3.57217496303863	0.398407883076266
g82	1.30368939381141	8.33713426560737	7.5983039915142e-05
g83	1.08418483581252	7.95488515525372	0.00373691586500645
g84	1.59888378817916	9.0838561819172	2.14047852048195e-07
g85	0.613265512196591	7.12065081143169	0.146467655918788
g86	-0.11195881320124	1.98617461043846	0.872396831434482
g87	1.74252351658497	7.6099480313274	4.00850532580659e-06
g88	2.82566909079866	2.65689726527408	0.000284092077739445
g89	1.7069788470162	2.26868108527395	0.0621004688253545
g90	2.10741303177823	0.977690925008169	0.00510993895985072
g91	0.27930208981772	0.373507240285613	0.764842419000602
g92	1.92408245596631	1.72309110596003	0.00191094919307966
g93	0.8572286114273	8.97047727992357	0.0105296363013745
g95	1.14644987426563	1.8824494082932	0.0505890507177312
g96	1.16789333919321	4.70445494542514	0.204920715309219
g98	2.40588304431975	0.262499955910493	0.00508461673930161
g99	2.00167009695999	6.93417172664107	7.88990705389511e-09
g100	1.39949726974867	2.24915757613429	0.0653157163337284
g101	2.04099873666668	0.95520788450854	0.178450947647775
g102	-1.37607422360487	6.0553693908829	0.0243884673652552
g103	-0.125164492247713	4.94485546485749	0.802901426496955
g104	0.873375235187437	7.8380076588829	0.0133780334192094
g105	2.15767884374535	1.70265932360394	0.00774566241802617
g106	1.48469956385556	4.27796806209418	0.00560941998890333
g107	1.13019079633956	4.82193043015749	0.141237487560166
g108	0.349495607531195	0.09557228400836	0.825761457791126
