logFC	logCPM	PValue
g1	1.47822892667728	7.95623390989946	9.37199092861447e-15
g2	0.648068097697131	3.37554347727913	0.109623241561303
g3	1.57098878663061	4.32976629894801	0.0862584635632865
g4	1.23987793538107	7.18825945541488	1.43558209322872e-06
g5	-0.797658171206943	3.73343245858362	0.339579264598209
g6	2.1681844278149	6.18860970048406	0.0416455140376437
g7	0.791386096234697	1.3534016184954	0.277934498314047
g8	0.702908175935378	6.00125187401787	0.0853901406960917
g9	1.34957980576078	6.76492400270158	0.000372794730439361
g10	1.66076577289731	7.12967485465416	2.20067206102061e-10
g11	0.532657189416057	9.6811534701497	0.0321476519937919
g12	2.23714573114147	4.41286955593219	4.72010346682311e-14
g14	0.338131034216287	3.17557459316109	0.595807944488853
g15	1.05901383653336	2.17198693783408	0.447794796027483
g16	1.03691805691535	5.73122379388491	0.000109940162678843
g18	1.18920682465625	11.1151229660877	1.2126093974377e-11
g19	1.3618883946252	2.12774300605483	0.010803698813134
g20	1.27547829484062	5.60479910408465	0.000447681037970841
g21	2.36486476630981	6.43390226159888	6.18861697644571e-08
g22	0.716745781309888	8.23308033316093	0.0184046575813625
g23	1.38077374900634	7.21496053365496	5.6905074854499e-07
g24	1.50252360562075	3.42865504830189	0.000727597004287947
g25	2.3348248386088	4.67716188642013	0.000274986717738937
g26	0.977255071323894	6.72010929012457	0.000753438427294006
g27	2.23899561460632	1.40305088969612	0.00570291104377244
g28	0.792324038849378	8.25712727839158	0.000935144018436365
g29	1.03373785689682	9.50401494624192	0.000216054635823467
g30	1.58798978380651	5.6504121120442	0.00896501306917553
g31	1.07317853921121	7.98156661454537	0.0123952461485544
g32	0.13490714880559	6.48837950301598	0.626515181084282
g33	0.798754586730498	0.817260638483252	0.184368381215801
g34	0.460436313651157	6.01111188232482	0.142900398142876
g35	1.03649234693942	1.32500505515274	0.0118671829192451
g37	0.632109646270452	3.59159684571564	0.0464879783130106
g38	1.45255680313852	5.14485708845017	1.15408332437508e-07
g39	1.09107555992804	6.1642636857763	0.00332977230395808
g40	0.821372205139917	6.06014565739942	0.00100982464042289
g42	1.20264532345412	10.2213481287546	7.3006302636425e-11
g44	1.89452294541479	9.25866843146422	8.36242515701726e-09
g45	0.892869978783404	5.67570263746676	0.00739545811182291
g46	2.38920107746599	8.43027743745676	1.06325312922566e-22
g47	1.33383096974388	5.84941889603666	0.0013162118146337
g48	1.23185625671671	8.33674164609873	0.0177508566390574
g49	0.724333241503498	5.20512535209513	0.0135205454393992
g50	1.53887121490998	4.28431668706771	6.70807256866436e-06
g51	1.13076205000936	8.38750214145955	0.00807554849163055
g53	0.901221700783463	7.79619727960583	6.91782577783049e-07
g54	1.58442193357506	8.21787693239145	2.41456734056138e-08
g55	2.48996748784322	7.21229421134374	9.15464106449057e-38
g56	2.23870379810199	5.43064558208215	1.58961328725843e-11
g57	0.7789109189181	10.2757213312425	0.000495256438904767
g58	0.865180139892135	1.47505787304496	0.379203065242621
g60	1.30971300793325	3.20807486184992	8.54792638025579e-05
g61	0.721497002176723	9.30762848968389	0.000346346489623722
g62	1.49003637097645	6.86371802968502	4.11686503045218e-11
g63	2.03597127363141	11.1310927854769	3.35620563276949e-07
g64	2.69214949817511	1.69200128609431	8.23915320882087e-05
g65	0.536665369404513	2.35124106473018	0.630504335381647
g66	1.08962625422556	7.73303222279288	4.87397487106273e-08
g67	1.49927720431128	7.23097846407902	1.86211526530111e-10
g68	2.38381355696315	3.42135134854419	3.59758103378609e-11
g69	0.487610198846631	1.71712866011337	0.26974664525664
g72	1.55397017520792	5.97954398379752	1.17235567918477e-07
g73	1.72132252161818	4.84070955447822	8.63588946208979e-06
g74	0.68886790293267	4.77239118566031	0.0350359671020309
g75	0.695152286695972	8.29332602636446	0.193746164051718
g76	0.79674560683298	6.7710803970049	0.00214432590666377
g77	1.10385356948756	3.63209772624872	0.00749716960105516
g79	2.03398502888584	8.43388851372614	1.92477142783552e-25
g80	1.09606249699737	5.86641290523354	0.00136493174711552
g81	1.03900216280971	3.94034116429157	0.00140684999251794
g82	1.2735278679153	10.8240591179793	4.29634661980866e-06
g83	1.22169720190132	2.4363034509329	1.73418516342754e-05
g85	1.74448414021561	6.65643476754739	1.62442211368941e-13
g86	0.454118577812145	9.26270134854485	0.0786299005372685
g87	1.35912343935811	4.90654102564929	0.000203807513688814
g88	1.04094503693977	6.86901406593137	1.81505026370243e-06
g89	1.84129640497547	2.34203393588654	8.30004560203547e-08
g90	1.23730040831363	7.0198809687648	0.016358789843351
g91	2.93369359892522	5.85771342937896	0.0149346868322787
g92	1.10040367161655	6.3531425115381	0.000385956998849585
g94	0.71712727622939	12.8985226807537	0.0170018938648361
g95	0.962008355229891	8.43780544258829	0.000145287397242613
g97	0.139395475800188	5.36540029442866	0.652243330944568
g98	1.1260651254157	7.0532244108744	0.0101678089487009
g99	-0.239663745420354	2.74771049682243	0.80425342518857
g100	1.72522203259467	2.27928589851002	0.0107127670807081
g101	1.11879860657979	0.927074141405034	0.0591031278346522
g102	1.90664905660178	5.36505450681752	4.66321215582305e-05
g103	2.17721601321764	3.75956876542638	5.00938906663799e-05
g104	0.806319909440898	0.832361512406359	0.203256363552242
g105	1.64192937020752	8.46518036165256	9.87229366876166e-13
g106	1.12501603305482	8.56416546421485	0.000651526462569124
g107	1.90906191303515	9.58734097336216	2.49890838508261e-08
g108	1.58053955780086	6.4117085865881	9.28037677154358e-05
g110	1.12314815134559	8.77677734876389	0.00239044761390741
g111	1.8549509981587	1.12575867312629	0.0131252012768344
g112	1.50230539712917	2.10600151156336	0.0394006780418524
g113	1.81775817352765	0.95894972409393	0.0255121846062717
g114	1.2527715559951	1.88600753674568	0.0260207565665612
g115	1.30609198739403	4.54227253910458	0.0636673777784586
g116	1.83307073029075	3.21607405187929	1.4158058031614e-05
g117	2.56094332349529	3.85977713718005	0.00153812064187408
g118	1.51891230518061	4.78257331885052	0.000282545044749758
g119	1.08096481006968	5.97683435019018	6.56388334140002e-07
g120	0.738709237448804	7.31403324351769	0.00414490468170704
g121	1.10133791188963	5.19781877829203	0.0638465131478291
g122	0.492110705109473	4.43801592148401	0.102692253213142
g123	2.68942127280429	1.66201276364231	3.0648977247374e-11
g124	2.03301549675857	7.34446409751714	0.000762374910710554
g125	0.711930397297587	6.57790333685018	0.00855623664986741
g126	0.876310468237115	11.3103744100118	0.030008757313934
g127	0.493445344245735	5.57839932620616	0.31671784622015
g128	1.29793801623518	7.13701362365074	5.00107855845959e-09
g129	1.54987129400034	5.72532434456648	9.9207249347727e-11
g131	1.20055781116485	8.9609878104363	2.636945322776e-07
g132	-0.107103699008621	2.81739817210409	0.885518983130678
g133	0.766079270248517	6.85060579480666	0.0291630074499416
g134	0.869497391846133	7.33672864369051	0.00438341306368962
g135	2.12915791269636	2.61979264374523	0.000271306834057483
g136	2.02942988297442	8.02743628973636	4.26375310510993e-25
g137	1.85932557489787	4.02279025503902	0.00177248199330328
g138	1.84114196106073	7.45443494191767	6.62441255844569e-11
g139	1.14636859021516	6.40482288128761	0.00106914404092551
g141	1.63391959183878	2.8491582856731	0.00223626209243107
g144	1.39708638142986	6.02132709927253	0.000573061167075496
g145	0.835272153832548	5.97358643890298	0.000290173339683841
g146	1.51147426244734	6.69614659429748	3.84112971543373e-11
g147	1.71246027858554	8.27097553612744	6.25168472963782e-13
g149	3.31781403365573	0.649723109443281	1.04225348442113e-07
g150	1.0091561779063	1.29047352713656	0.01128540815305
g152	-0.128198379924223	6.30449150312423	0.815481780802495
g153	0.772454402076757	8.15160235373409	0.047229483830145
g154	0.230072337879389	7.30063871353253	0.360499997091956
g155	1.80802315251515	3.85173470021157	6.37096150988759e-06
g156	1.05472887339648	7.98913176761653	0.000712422856092361
g157	0.768026862224059	6.85832476621462	0.000146828312220343
g158	2.2565504946391	8.16170763636381	4.52374898278736e-12
g159	1.38571908398624	8.09372216562983	8.37856737403934e-09
g160	1.07260661112344	8.49265286406047	0.00354058971000614
g161	1.1456705370091	3.12906439982086	0.0618676047437189
g162	0.238109073962434	3.05347519777739	0.673210063795979
g163	1.59177018459859	2.69375768932151	1.80899993037868e-06
g164	1.72914513468978	7.22264620925729	6.69102966678819e-09
