logFC	logCPM	PValue
g1	1.05190922862467	8.0797348138768	4.83568676662457e-08
g2	1.66565445425098	4.41441350141102	5.71834504512986e-10
g3	1.47803975142983	6.92086188914077	9.51376604678609e-15
g4	1.28177936743185	8.4153893747707	8.99417496799559e-12
g5	0.75414718731018	10.7024054467	5.56537186025559e-06
g7	1.49180977660135	7.55095945322247	2.6183985494835e-13
g8	1.24787815951423	7.09210320659587	0.00343577941984283
g9	1.21208967596553	6.71741729300128	7.17845419472027e-05
g10	1.24073420859095	10.7219140075502	2.40774923065522e-05
g11	0.529941872941939	2.9158063997734	0.0842582652475689
g12	1.46062093711039	1.68239481217907	0.00215024092957548
g13	1.28728352521336	4.38662262988471	0.000218475465758874
g14	0.631056445051127	5.62231412965673	0.00128297112779335
g16	-0.531926910560121	1.55198374908232	0.485336888065702
g17	1.91709982548898	5.32135966533194	9.12803629954907e-08
g18	0.177190407567212	4.74336993773974	0.518622814172946
g19	0.431054440098091	3.67586088961443	0.0974657392082798
g20	1.31583830509895	7.61179704038816	0.000694314285628997
g22	1.7481390559678	10.5289315049751	2.77850129475965e-06
g23	0.689207102848425	7.30612514662241	0.00193821542458698
g24	0.688659037593432	8.95086788427815	3.86396210879161e-06
g26	1.91997597323773	7.00710755464706	1.97266982618122e-21
g29	1.80840112859988	0.509491921433839	2.21443440986812e-07
g30	0.020178554736026	1.67517787736947	0.96842759917968
g31	0.19950116010869	4.16095378469233	0.57045726076159
g32	1.80541730904062	3.66403496535418	6.00934857822691e-16
g33	0.346996806601986	7.13214580337757	0.147344001106898
g34	1.87258575279676	3.92181302077549	9.15574687866343e-13
g35	1.66389749901163	2.45185367507981	1.57293616645992e-11
g36	2.15620779161235	2.01222900295303	5.42878040298064e-05
g37	1.58940582798879	4.83051405867796	0.00414077397941166
g38	0.465817681315869	10.4480235790174	0.147469482869056
g39	1.13812515585449	4.93000913713133	0.00329827496944101
g40	0.332835829368639	6.83533746284892	0.168904318966386
g41	0.989825166215987	7.03071149304669	4.51333967224782e-05
g42	1.25557558414194	10.2808409739342	2.45403887989262e-12
g43	1.62685155057985	6.61929030095319	5.45564634577047e-19
g44	1.57408170131644	6.82578795277231	1.4070763795886e-22
g45	1.27346219526456	7.34097849901612	5.76978285893312e-09
g46	1.31948384934791	7.60892029448292	2.6644747325219e-12
g47	0.997918258161632	8.42990839289234	2.66931973958087e-05
g48	1.13867369319424	7.57011358941219	0.0153365525879866
g49	1.24954783741693	5.85225600195099	5.33202330563299e-08
g51	1.19335386393158	2.97316442479162	0.0134733456432776
g52	1.02545561019241	6.11385904166323	6.49827119153861e-05
g53	1.37263315033304	5.438780873486	5.6149167046512e-07
g54	1.43885773741493	3.71708477291303	0.0177345497541737
g55	1.17490591162402	3.66468348193297	0.00022337155859371
g56	1.52049795304066	8.09326276771646	2.31395613352517e-17
g57	1.63450336767395	13.5925823071298	6.89210959753174e-09
g58	0.0175710961609755	3.79918346918302	0.959068862307145
g59	0.0114116087489941	0.657555180489686	0.986936832437865
g61	1.04285223877362	2.32028626146855	0.0954584326285484
g63	0.749171163583057	5.77352136049824	0.0271679745553659
g64	1.71427647112854	4.20820866575089	3.0729822474987e-13
g65	1.65163944271194	2.86567907416086	3.71407634899029e-07
g66	1.88890692181951	7.20217206460743	6.43749208443954e-22
g68	1.53353914668866	1.82863488691781	0.00174940724716858
g69	2.26875735302828	8.99380203640302	1.24537456278899e-27
g70	0.642505848547045	3.25984657580589	0.0305587386754009
g72	0.427184468959732	3.963830259017	0.238271678713974
g73	0.883116355941771	4.99147618187425	0.032573968444313
g74	0.164337314991046	4.31902212574277	0.678250086651142
g75	1.95418382694674	5.31492197694652	1.76113501911364e-15
g76	2.46865080460774	6.38554776422506	0.00100966963682607
g77	1.31083595273074	2.50942260798834	0.00793845538016741
g78	0.906434031850717	2.82654492681688	0.127734018841619
g79	1.40324679031768	4.35015961091487	0.0312943774782177
